,restaurant_name,category,pricing_for_2,pricing_level,dining_rating,dining_review_count,locality,district,zipcode,latitude,longitude
47,Roadhouse Cafe,Italian,900,500-1000,4.6,1162,"Greater Kailash 1 (GK1), New Delhi",South East Delhi,110048,28.54984981,77.23574918
47,Roadhouse Cafe,Wraps,900,500-1000,4.6,1162,"Greater Kailash 1 (GK1), New Delhi",South East Delhi,110048,28.54984981,77.23574918
47,Roadhouse Cafe,Asian,900,500-1000,4.6,1162,"Greater Kailash 1 (GK1), New Delhi",South East Delhi,110048,28.54984981,77.23574918
47,Roadhouse Cafe,Chinese,900,500-1000,4.6,1162,"Greater Kailash 1 (GK1), New Delhi",South East Delhi,110048,28.54984981,77.23574918
47,Roadhouse Cafe,Thai,900,500-1000,4.6,1162,"Greater Kailash 1 (GK1), New Delhi",South East Delhi,110048,28.54984981,77.23574918
47,Roadhouse Cafe,Beverages,900,500-1000,4.6,1162,"Greater Kailash 1 (GK1), New Delhi",South East Delhi,110048,28.54984981,77.23574918
48,Plum By Bent Chair,Chinese,2200,1000-2500,4.6,2402," Aerocity, New Delhi",North West Delhi,110037,28.55154,77.122704
48,Plum By Bent Chair,Japanese,2200,1000-2500,4.6,2402," Aerocity, New Delhi",North West Delhi,110037,28.55154,77.122704
48,Plum By Bent Chair,Thai,2200,1000-2500,4.6,2402," Aerocity, New Delhi",North West Delhi,110037,28.55154,77.122704
48,Plum By Bent Chair,Asian,2200,1000-2500,4.6,2402," Aerocity, New Delhi",North West Delhi,110037,28.55154,77.122704
48,Plum By Bent Chair,Beverages,2200,1000-2500,4.6,2402," Aerocity, New Delhi",North West Delhi,110037,28.55154,77.122704
49,Kiyan - The Roseate,Thai,5500,above 5000,4.6,1124," The Roseate, Kapashera, New Delhi",North West Delhi,110038,28.52511803,77.10022621
49,Kiyan - The Roseate,European,5500,above 5000,4.6,1124," The Roseate, Kapashera, New Delhi",North West Delhi,110038,28.52511803,77.10022621
49,Kiyan - The Roseate,North Indian,5500,above 5000,4.6,1124," The Roseate, Kapashera, New Delhi",North West Delhi,110038,28.52511803,77.10022621
49,Kiyan - The Roseate,Pizza,5500,above 5000,4.6,1124," The Roseate, Kapashera, New Delhi",North West Delhi,110038,28.52511803,77.10022621
49,Kiyan - The Roseate,Salad,5500,above 5000,4.6,1124," The Roseate, Kapashera, New Delhi",North West Delhi,110038,28.52511803,77.10022621
50,Dragonfly Experience,Modern Indian,3000,2500-5000,4.6,1021,"Worldmark 1, Aerocity, New Delhi",North West Delhi,110037,28.55059,77.12299
50,Dragonfly Experience,North Indian,3000,2500-5000,4.6,1021,"Worldmark 1, Aerocity, New Delhi",North West Delhi,110037,28.55059,77.12299
50,Dragonfly Experience,Beverages,3000,2500-5000,4.6,1021,"Worldmark 1, Aerocity, New Delhi",North West Delhi,110037,28.55059,77.12299
50,Dragonfly Experience,European,3000,2500-5000,4.6,1021,"Worldmark 1, Aerocity, New Delhi",North West Delhi,110037,28.55059,77.12299
50,Dragonfly Experience,Asian,3000,2500-5000,4.6,1021,"Worldmark 1, Aerocity, New Delhi",North West Delhi,110037,28.55059,77.12299
50,Dragonfly Experience,Desserts,3000,2500-5000,4.6,1021,"Worldmark 1, Aerocity, New Delhi",North West Delhi,110037,28.55059,77.12299
51,AB's - Absolute Barbecues,North Indian,1100,1000-2500,4.6,8002," MGF Metropolis Mall, MG Road, Gurgaon",Faridabad,122008,28.47954578,77.08169919
51,AB's - Absolute Barbecues,Continental,1100,1000-2500,4.6,8002," MGF Metropolis Mall, MG Road, Gurgaon",Faridabad,122008,28.47954578,77.08169919
51,AB's - Absolute Barbecues,Desserts,1100,1000-2500,4.6,8002," MGF Metropolis Mall, MG Road, Gurgaon",Faridabad,122008,28.47954578,77.08169919
51,AB's - Absolute Barbecues,Salad,1100,1000-2500,4.6,8002," MGF Metropolis Mall, MG Road, Gurgaon",Faridabad,122008,28.47954578,77.08169919
52,Qureshi Kabab Corner,Mughlai,400,0-500,4.6,1453," Jama Masjid, New Delhi",Central Delhi,110006,28.64987044,77.2359309
52,Qureshi Kabab Corner,Kebab,400,0-500,4.6,1453," Jama Masjid, New Delhi",Central Delhi,110006,28.64987044,77.2359309
53,Clock Tower,North Indian,2500,1000-2500,4.6,1300," Golf Course Road, Gurgaon",Faridabad,122009,28.44812955,77.10074488
53,Clock Tower,Asian,2500,1000-2500,4.6,1300," Golf Course Road, Gurgaon",Faridabad,122009,28.44812955,77.10074488
53,Clock Tower,Beverages,2500,1000-2500,4.6,1300," Golf Course Road, Gurgaon",Faridabad,122009,28.44812955,77.10074488
53,Clock Tower,Fast Food,2500,1000-2500,4.6,1300," Golf Course Road, Gurgaon",Faridabad,122009,28.44812955,77.10074488
54,Saravana Bhavan,South Indian,600,500-1000,4.6,8305," Connaught Place, New Delhi",Central Delhi,110001,28.6323048,77.21651338
54,Saravana Bhavan,Beverages,600,500-1000,4.6,8305," Connaught Place, New Delhi",Central Delhi,110001,28.6323048,77.21651338
55,C.I.A Call It Asiian,Thai,700,500-1000,4.6,1373,"Greater Kailash 2 (GK2), New Delhi",South East Delhi,110019,28.52776565,77.24686693
55,C.I.A Call It Asiian,Chinese,700,500-1000,4.6,1373,"Greater Kailash 2 (GK2), New Delhi",South East Delhi,110019,28.52776565,77.24686693
55,C.I.A Call It Asiian,Sushi,700,500-1000,4.6,1373,"Greater Kailash 2 (GK2), New Delhi",South East Delhi,110019,28.52776565,77.24686693
55,C.I.A Call It Asiian,Momos,700,500-1000,4.6,1373,"Greater Kailash 2 (GK2), New Delhi",South East Delhi,110019,28.52776565,77.24686693
56,Open Tap,Finger Food,1800,1000-2500,4.6,936," South Point Mall, Golf Course Road, Gurgaon",Faridabad,122002,28.44796211,77.09911142
56,Open Tap,North Indian,1800,1000-2500,4.6,936," South Point Mall, Golf Course Road, Gurgaon",Faridabad,122002,28.44796211,77.09911142
56,Open Tap,Continental,1800,1000-2500,4.6,936," South Point Mall, Golf Course Road, Gurgaon",Faridabad,122002,28.44796211,77.09911142
56,Open Tap,Italian,1800,1000-2500,4.6,936," South Point Mall, Golf Course Road, Gurgaon",Faridabad,122002,28.44796211,77.09911142
57,Hamoni: Cafe By The Greens,Cafe,1200,1000-2500,4.6,959,"Sector 23, Gurgaon",South West Delhi,122017,28.500857,77.053714
57,Hamoni: Cafe By The Greens,North Indian,1200,1000-2500,4.6,959,"Sector 23, Gurgaon",South West Delhi,122017,28.500857,77.053714
57,Hamoni: Cafe By The Greens,Italian,1200,1000-2500,4.6,959,"Sector 23, Gurgaon",South West Delhi,122017,28.500857,77.053714
57,Hamoni: Cafe By The Greens,Desserts,1200,1000-2500,4.6,959,"Sector 23, Gurgaon",South West Delhi,122017,28.500857,77.053714
57,Hamoni: Cafe By The Greens,Beverages,1200,1000-2500,4.6,959,"Sector 23, Gurgaon",South West Delhi,122017,28.500857,77.053714
58,Indian Grill Room,North Indian,1800,1000-2500,4.6,3438," Suncity Business Tower, Golf Course Road, Gurgaon",Faridabad,122001,28.43348273,77.1054012
58,Indian Grill Room,Mughlai,1800,1000-2500,4.6,3438," Suncity Business Tower, Golf Course Road, Gurgaon",Faridabad,122001,28.43348273,77.1054012
58,Indian Grill Room,Beverages,1800,1000-2500,4.6,3438," Suncity Business Tower, Golf Course Road, Gurgaon",Faridabad,122001,28.43348273,77.1054012
58,Indian Grill Room,Kebab,1800,1000-2500,4.6,3438," Suncity Business Tower, Golf Course Road, Gurgaon",Faridabad,122001,28.43348273,77.1054012
59,Noida Social,North Indian,1300,1000-2500,4.6,944,"DLF Mall of India, Sector 18,  Noida, Noida",Gautam Buddha Nagar,201301,28.56683885,77.32093547
59,Noida Social,Chinese,1300,1000-2500,4.6,944,"DLF Mall of India, Sector 18,  Noida, Noida",Gautam Buddha Nagar,201301,28.56683885,77.32093547
59,Noida Social,Burger,1300,1000-2500,4.6,944,"DLF Mall of India, Sector 18,  Noida, Noida",Gautam Buddha Nagar,201301,28.56683885,77.32093547
59,Noida Social,Rolls,1300,1000-2500,4.6,944,"DLF Mall of India, Sector 18,  Noida, Noida",Gautam Buddha Nagar,201301,28.56683885,77.32093547
59,Noida Social,Pizza,1300,1000-2500,4.6,944,"DLF Mall of India, Sector 18,  Noida, Noida",Gautam Buddha Nagar,201301,28.56683885,77.32093547
59,Noida Social,Momos,1300,1000-2500,4.6,944,"DLF Mall of India, Sector 18,  Noida, Noida",Gautam Buddha Nagar,201301,28.56683885,77.32093547
59,Noida Social,Continental,1300,1000-2500,4.6,944,"DLF Mall of India, Sector 18,  Noida, Noida",Gautam Buddha Nagar,201301,28.56683885,77.32093547
59,Noida Social,Beverages,1300,1000-2500,4.6,944,"DLF Mall of India, Sector 18,  Noida, Noida",Gautam Buddha Nagar,201301,28.56683885,77.32093547
60,K3 - JW Marriott New Delhi,North Indian,3500,2500-5000,4.6,1608," JW Marriott New Delhi, New Delhi",North West Delhi,110037,28.5532552,77.1219546
60,K3 - JW Marriott New Delhi,Chinese,3500,2500-5000,4.6,1608," JW Marriott New Delhi, New Delhi",North West Delhi,110037,28.5532552,77.1219546
60,K3 - JW Marriott New Delhi,Italian,3500,2500-5000,4.6,1608," JW Marriott New Delhi, New Delhi",North West Delhi,110037,28.5532552,77.1219546
60,K3 - JW Marriott New Delhi,Momos,3500,2500-5000,4.6,1608," JW Marriott New Delhi, New Delhi",North West Delhi,110037,28.5532552,77.1219546
61,Barbeque Nation,North Indian,1500,1000-2500,4.6,2881," Unity One Mall, Janakpuri, New Delhi",West Delhi,110018,28.62861127,77.07575843
61,Barbeque Nation,BBQ,1500,1000-2500,4.6,2881," Unity One Mall, Janakpuri, New Delhi",West Delhi,110018,28.62861127,77.07575843
61,Barbeque Nation,Beverages,1500,1000-2500,4.6,2881," Unity One Mall, Janakpuri, New Delhi",West Delhi,110018,28.62861127,77.07575843
61,Barbeque Nation,Desserts,1500,1000-2500,4.6,2881," Unity One Mall, Janakpuri, New Delhi",West Delhi,110018,28.62861127,77.07575843
62,Di Ghent Cafe,European,1700,1000-2500,4.6,2346,"Cross Point Mall, DLF Phase 4, Gurgaon",Faridabad,122009,28.4683763,77.0831096
62,Di Ghent Cafe,Belgian,1700,1000-2500,4.6,2346,"Cross Point Mall, DLF Phase 4, Gurgaon",Faridabad,122009,28.4683763,77.0831096
63,Vapour Bar Exchange,Continental,1600,1000-2500,4.6,1208," Sohna Road, Gurgaon",Faridabad,122012,28.40647828,77.04205077
63,Vapour Bar Exchange,Italian,1600,1000-2500,4.6,1208," Sohna Road, Gurgaon",Faridabad,122012,28.40647828,77.04205077
63,Vapour Bar Exchange,American,1600,1000-2500,4.6,1208," Sohna Road, Gurgaon",Faridabad,122012,28.40647828,77.04205077
63,Vapour Bar Exchange,North Indian,1600,1000-2500,4.6,1208," Sohna Road, Gurgaon",Faridabad,122012,28.40647828,77.04205077
64,Kiara Soul Kitchen,Asian,1800,1000-2500,4.6,595,"M Block Market, Greater Kailash 2 (GK2), New Delhi",South East Delhi,110048,28.53320796,77.24157427
64,Kiara Soul Kitchen,North Indian,1800,1000-2500,4.6,595,"M Block Market, Greater Kailash 2 (GK2), New Delhi",South East Delhi,110048,28.53320796,77.24157427
64,Kiara Soul Kitchen,Oriental,1800,1000-2500,4.6,595,"M Block Market, Greater Kailash 2 (GK2), New Delhi",South East Delhi,110048,28.53320796,77.24157427
64,Kiara Soul Kitchen,Desserts,1800,1000-2500,4.6,595,"M Block Market, Greater Kailash 2 (GK2), New Delhi",South East Delhi,110048,28.53320796,77.24157427
64,Kiara Soul Kitchen,Juices,1800,1000-2500,4.6,595,"M Block Market, Greater Kailash 2 (GK2), New Delhi",South East Delhi,110048,28.53320796,77.24157427
64,Kiara Soul Kitchen,Beverages,1800,1000-2500,4.6,595,"M Block Market, Greater Kailash 2 (GK2), New Delhi",South East Delhi,110048,28.53320796,77.24157427
65,The Yellow Chilli,North Indian,1600,1000-2500,4.6,2575,"Sector 110, Noida",Gautam Buddha Nagar,201303,28.54035801,77.36824997
65,The Yellow Chilli,Mughlai,1600,1000-2500,4.6,2575,"Sector 110, Noida",Gautam Buddha Nagar,201303,28.54035801,77.36824997
65,The Yellow Chilli,Chinese,1600,1000-2500,4.6,2575,"Sector 110, Noida",Gautam Buddha Nagar,201303,28.54035801,77.36824997
65,The Yellow Chilli,Beverages,1600,1000-2500,4.6,2575,"Sector 110, Noida",Gautam Buddha Nagar,201303,28.54035801,77.36824997
65,The Yellow Chilli,Desserts,1600,1000-2500,4.6,2575,"Sector 110, Noida",Gautam Buddha Nagar,201303,28.54035801,77.36824997
65,The Yellow Chilli,Kebab,1600,1000-2500,4.6,2575,"Sector 110, Noida",Gautam Buddha Nagar,201303,28.54035801,77.36824997
66,Mahabelly,Kerala,700,500-1000,4.6,2323," DLF Avenue, Saket, New Delhi",South Delhi,110017,28.52724131,77.21680172
66,Mahabelly,South Indian,700,500-1000,4.6,2323," DLF Avenue, Saket, New Delhi",South Delhi,110017,28.52724131,77.21680172
66,Mahabelly,Seafood,700,500-1000,4.6,2323," DLF Avenue, Saket, New Delhi",South Delhi,110017,28.52724131,77.21680172
66,Mahabelly,Biryani,700,500-1000,4.6,2323," DLF Avenue, Saket, New Delhi",South Delhi,110017,28.52724131,77.21680172
67,The Piano Man Jazz Club,Finger Food,1800,1000-2500,4.6,1277," Safdarjung, New Delhi",South Delhi,110016,28.55963877,77.19705764
67,The Piano Man Jazz Club,Mexican,1800,1000-2500,4.6,1277," Safdarjung, New Delhi",South Delhi,110016,28.55963877,77.19705764
67,The Piano Man Jazz Club,American,1800,1000-2500,4.6,1277," Safdarjung, New Delhi",South Delhi,110016,28.55963877,77.19705764
67,The Piano Man Jazz Club,Italian,1800,1000-2500,4.6,1277," Safdarjung, New Delhi",South Delhi,110016,28.55963877,77.19705764
67,The Piano Man Jazz Club,Asian,1800,1000-2500,4.6,1277," Safdarjung, New Delhi",South Delhi,110016,28.55963877,77.19705764
67,The Piano Man Jazz Club,Beverages,1800,1000-2500,4.6,1277," Safdarjung, New Delhi",South Delhi,110016,28.55963877,77.19705764
68,You Mee,Japanese,1000,500-1000,4.6,1010,"Greater Kailash 2 (GK2), New Delhi",South East Delhi,110048,28.53336231,77.24182505
68,You Mee,Sushi,1000,500-1000,4.6,1010,"Greater Kailash 2 (GK2), New Delhi",South East Delhi,110048,28.53336231,77.24182505
68,You Mee,Asian,1000,500-1000,4.6,1010,"Greater Kailash 2 (GK2), New Delhi",South East Delhi,110048,28.53336231,77.24182505
68,You Mee,Chinese,1000,500-1000,4.6,1010,"Greater Kailash 2 (GK2), New Delhi",South East Delhi,110048,28.53336231,77.24182505
68,You Mee,Thai,1000,500-1000,4.6,1010,"Greater Kailash 2 (GK2), New Delhi",South East Delhi,110048,28.53336231,77.24182505
68,You Mee,Beverages,1000,500-1000,4.6,1010,"Greater Kailash 2 (GK2), New Delhi",South East Delhi,110048,28.53336231,77.24182505
69,Delhi Club House,North Indian,1700,1000-2500,4.6,1221," Sangam Courtyard, RK Puram, New Delhi",South East Delhi,110022,28.5724776,77.17350684
69,Delhi Club House,Continental,1700,1000-2500,4.6,1221," Sangam Courtyard, RK Puram, New Delhi",South East Delhi,110022,28.5724776,77.17350684
69,Delhi Club House,Asian,1700,1000-2500,4.6,1221," Sangam Courtyard, RK Puram, New Delhi",South East Delhi,110022,28.5724776,77.17350684
70,Wenger's Deli,Fast Food,500,0-500,4.6,2290," Connaught Place, New Delhi",Central Delhi,110001,28.63369024,77.21834097
70,Wenger's Deli,Desserts,500,0-500,4.6,2290," Connaught Place, New Delhi",Central Delhi,110001,28.63369024,77.21834097
70,Wenger's Deli,Beverages,500,0-500,4.6,2290," Connaught Place, New Delhi",Central Delhi,110001,28.63369024,77.21834097
70,Wenger's Deli,North Indian,500,0-500,4.6,2290," Connaught Place, New Delhi",Central Delhi,110001,28.63369024,77.21834097
70,Wenger's Deli,Pizza,500,0-500,4.6,2290," Connaught Place, New Delhi",Central Delhi,110001,28.63369024,77.21834097
71,Farmer's Basket At Pluck,Chinese,3000,2500-5000,4.6,913," Pullman New Delhi Aerocity, Aerocity, New Delhi",North West Delhi,110037,28.55452428,77.12400684
71,Farmer's Basket At Pluck,European,3000,2500-5000,4.6,913," Pullman New Delhi Aerocity, Aerocity, New Delhi",North West Delhi,110037,28.55452428,77.12400684
71,Farmer's Basket At Pluck,North Indian,3000,2500-5000,4.6,913," Pullman New Delhi Aerocity, Aerocity, New Delhi",North West Delhi,110037,28.55452428,77.12400684
72,The Pasta Bowl Company,Italian,1300,1000-2500,4.6,1479,"Cross Point Mall, DLF Phase 4, Gurgaon",Faridabad,122009,28.4682825,77.0833374
72,The Pasta Bowl Company,Fast Food,1300,1000-2500,4.6,1479,"Cross Point Mall, DLF Phase 4, Gurgaon",Faridabad,122009,28.4682825,77.0833374
72,The Pasta Bowl Company,Pizza,1300,1000-2500,4.6,1479,"Cross Point Mall, DLF Phase 4, Gurgaon",Faridabad,122009,28.4682825,77.0833374
72,The Pasta Bowl Company,Pasta,1300,1000-2500,4.6,1479,"Cross Point Mall, DLF Phase 4, Gurgaon",Faridabad,122009,28.4682825,77.0833374
73,Chor Bizarre,North Indian,1600,1000-2500,4.6,550," Pandara Road Market, New Delhi",South East Delhi,110503,28.60874005,77.23006457
73,Chor Bizarre,Mughlai,1600,1000-2500,4.6,550," Pandara Road Market, New Delhi",South East Delhi,110503,28.60874005,77.23006457
73,Chor Bizarre,Beverages,1600,1000-2500,4.6,550," Pandara Road Market, New Delhi",South East Delhi,110503,28.60874005,77.23006457
74,Honk - Pullman New Delhi Aerocity,Japanese,2500,1000-2500,4.6,835," Pullman New Delhi Aerocity, Aerocity, New Delhi",North West Delhi,110037,28.55391,77.1228483
74,Honk - Pullman New Delhi Aerocity,Chinese,2500,1000-2500,4.6,835," Pullman New Delhi Aerocity, Aerocity, New Delhi",North West Delhi,110037,28.55391,77.1228483
74,Honk - Pullman New Delhi Aerocity,Thai,2500,1000-2500,4.6,835," Pullman New Delhi Aerocity, Aerocity, New Delhi",North West Delhi,110037,28.55391,77.1228483
74,Honk - Pullman New Delhi Aerocity,Beverages,2500,1000-2500,4.6,835," Pullman New Delhi Aerocity, Aerocity, New Delhi",North West Delhi,110037,28.55391,77.1228483
75,Sakley's The Mountain Cafe,Cafe,1300,1000-2500,4.6,1471,"DLF Galleria, DLF Phase 4, Gurgaon",Faridabad,122002,28.46760019,77.08134178
75,Sakley's The Mountain Cafe,Italian,1300,1000-2500,4.6,1471,"DLF Galleria, DLF Phase 4, Gurgaon",Faridabad,122002,28.46760019,77.08134178
75,Sakley's The Mountain Cafe,Fast Food,1300,1000-2500,4.6,1471,"DLF Galleria, DLF Phase 4, Gurgaon",Faridabad,122002,28.46760019,77.08134178
76,Cafe Diaries,Cafe,800,500-1000,4.6,1003," Satyaniketan, New Delhi",South East Delhi,110021,28.58779727,77.16726098
76,Cafe Diaries,Continental,800,500-1000,4.6,1003," Satyaniketan, New Delhi",South East Delhi,110021,28.58779727,77.16726098
76,Cafe Diaries,Italian,800,500-1000,4.6,1003," Satyaniketan, New Delhi",South East Delhi,110021,28.58779727,77.16726098
76,Cafe Diaries,Chinese,800,500-1000,4.6,1003," Satyaniketan, New Delhi",South East Delhi,110021,28.58779727,77.16726098
76,Cafe Diaries,Mexican,800,500-1000,4.6,1003," Satyaniketan, New Delhi",South East Delhi,110021,28.58779727,77.16726098
76,Cafe Diaries,Fast Food,800,500-1000,4.6,1003," Satyaniketan, New Delhi",South East Delhi,110021,28.58779727,77.16726098
76,Cafe Diaries,Desserts,800,500-1000,4.6,1003," Satyaniketan, New Delhi",South East Delhi,110021,28.58779727,77.16726098
76,Cafe Diaries,Beverages,800,500-1000,4.6,1003," Satyaniketan, New Delhi",South East Delhi,110021,28.58779727,77.16726098
77,Nando's,Portuguese,800,500-1000,4.6,969,"Ambience Mall, DLF Phase 3, Gurgaon",Faridabad,122010,28.50239226,77.09723622
77,Nando's,Roast Chicken,800,500-1000,4.6,969,"Ambience Mall, DLF Phase 3, Gurgaon",Faridabad,122010,28.50239226,77.09723622
77,Nando's,Burger,800,500-1000,4.6,969,"Ambience Mall, DLF Phase 3, Gurgaon",Faridabad,122010,28.50239226,77.09723622
77,Nando's,Wraps,800,500-1000,4.6,969,"Ambience Mall, DLF Phase 3, Gurgaon",Faridabad,122010,28.50239226,77.09723622
77,Nando's,Salad,800,500-1000,4.6,969,"Ambience Mall, DLF Phase 3, Gurgaon",Faridabad,122010,28.50239226,77.09723622
78,Cafe Parmesan,Italian,1800,1000-2500,4.6,1477,"Sector 15, Faridabad",Faridabad,121001,28.39523789,77.32358616
78,Cafe Parmesan,Pizza,1800,1000-2500,4.6,1477,"Sector 15, Faridabad",Faridabad,121001,28.39523789,77.32358616
78,Cafe Parmesan,Beverages,1800,1000-2500,4.6,1477,"Sector 15, Faridabad",Faridabad,121001,28.39523789,77.32358616
79,Nona's Kitchen,North Indian,800,500-1000,4.6,1063,"Supermart 1, DLF Phase 4, Gurgaon",Faridabad,122002,28.46255565,77.08716184
79,Nona's Kitchen,Mughlai,800,500-1000,4.6,1063,"Supermart 1, DLF Phase 4, Gurgaon",Faridabad,122002,28.46255565,77.08716184
79,Nona's Kitchen,Rolls,800,500-1000,4.6,1063,"Supermart 1, DLF Phase 4, Gurgaon",Faridabad,122002,28.46255565,77.08716184
79,Nona's Kitchen,Chinese,800,500-1000,4.6,1063,"Supermart 1, DLF Phase 4, Gurgaon",Faridabad,122002,28.46255565,77.08716184
79,Nona's Kitchen,Kebab,800,500-1000,4.6,1063,"Supermart 1, DLF Phase 4, Gurgaon",Faridabad,122002,28.46255565,77.08716184
80,The Great Kabab Factory - Radisson Blu Plaza Delhi Airport,North Indian,2500,1000-2500,4.6,791," Radisson Blu Plaza Delhi Airport, Mahipalpur, New Delhi",North West Delhi,110037,28.54387704,77.11945999
80,The Great Kabab Factory - Radisson Blu Plaza Delhi Airport,Mughlai,2500,1000-2500,4.6,791," Radisson Blu Plaza Delhi Airport, Mahipalpur, New Delhi",North West Delhi,110037,28.54387704,77.11945999
80,The Great Kabab Factory - Radisson Blu Plaza Delhi Airport,Kebab,2500,1000-2500,4.6,791," Radisson Blu Plaza Delhi Airport, Mahipalpur, New Delhi",North West Delhi,110037,28.54387704,77.11945999
80,The Great Kabab Factory - Radisson Blu Plaza Delhi Airport,Biryani,2500,1000-2500,4.6,791," Radisson Blu Plaza Delhi Airport, Mahipalpur, New Delhi",North West Delhi,110037,28.54387704,77.11945999
80,The Great Kabab Factory - Radisson Blu Plaza Delhi Airport,Desserts,2500,1000-2500,4.6,791," Radisson Blu Plaza Delhi Airport, Mahipalpur, New Delhi",North West Delhi,110037,28.54387704,77.11945999
